gender_rank,occupation,gender,individuals,average_taxable_income
588,Office machine mechanic,Male,514,58871
500,Office secretary or stenographer; Stenographer,Female,34137,51118
638,Office secretary or stenographer; Stenographer,Male,345,54721
984,Office trainee Other clerical and,Female,702,28263
970,Office trainee Other clerical and,Male,443,34636
756,Opera singer; Singer; Vocalist,Female,368,38388
616,Opera singer; Singer; Vocalist,Male,315,55993
656,Operating theatre technician,Female,400,43007
747,Operating theatre technician,Male,820,48205
10,Ophthalmologist,Female,143,217242
2,Ophthalmologist,Male,423,552947
785,Optical dispenser,Female,3635,36736
771,Optical dispenser,Male,1011,47475
586,Optical mechanic,Female,295,46912
633,Optical mechanic,Male,516,55069
166,Optometrist,Female,1907,76331
132,Optometrist,Male,1655,105811
924,Order clerk; Sales clerk,Female,23685,31276
942,Order clerk; Sales clerk,Male,10440,36303
144,Organisational psychologist,Female,632,78596
182,Organisational psychologist,Male,225,97030
27,Orthopaedic surgeon,Female,61,159479
7,Orthopaedic surgeon,Male,805,439629
428,Orthoptist,Female,702,55222
253,Orthoptist,Male,109,86274
456,Orthotist; Prosthetist,Female,159,53099
404,Orthotist; Prosthetist,Male,195,72301
487,Osteopath,Female,301,51795
467,Osteopath,Male,216,67015
17,Otorhinolaryngologist,Female,17,200136
6,Otorhinolaryngologist,Male,85,445939
1017,Outdoor adventure guide – other,Female,88,26314
1009,Outdoor adventure guide – other,Male,183,31821
992,Outdoor adventure instructor,Female,584,27852
1008,Outdoor adventure instructor,Male,920,31825
231,"Owner – bus, truck, limnousine or hire car; Owner-driver – bus; Owner-driver – truck; Transport company manager",Female,1367,68174
375,"Owner – bus, truck, limnousine or hire car; Owner-driver – bus; Owner-driver – truck; Transport company manager",Male,14601,74441
931,Packer – other,Female,12110,30992
997,Packer – other,Male,7894,32852
21,Paediatric surgeon,Female,44,175314
28,Paediatric surgeon,Male,64,282508
32,Paediatrician,Female,654,147347
37,Paediatrician,Male,683,239405
1039,Painter – visual arts,Female,283,24978
910,Painter – visual arts,Male,297,38738
563,Panel beater,Female,34,47827
656,Panel beater,Male,10962,53846
685,Paper and pulp mill worker; Process worker – paper and pulp mill worker,Female,1489,41562
495,Paper and pulp mill worker; Process worker – paper and pulp mill worker,Male,2725,65364
300,Paper mill operator; Pulp mill operator,Female,9,62384
232,Paper mill operator; Pulp mill operator,Male,256,88594
615,Paper products machine operator; Paper products maker,Female,448,44852
446,Paper products machine operator; Paper products maker,Male,2586,69019
461,Park ranger,Female,1212,52885
510,Park ranger,Male,4224,64570
525,Parking inspector,Female,269,49735
612,Parking inspector,Male,1022,56300
248,Parole officer,Female,1030,66376
408,Parole officer,Male,412,72121
217,Patents examiner,Female,129,69858
154,Patents examiner,Male,247,100712
91,Pathologist,Female,1709,90935
42,Pathologist,Male,808,224378
849,Pathology collector; Phlebotomist,Female,5555,33988
941,Pathology collector; Phlebotomist,Male,715,36404
595,Paving and surfacing labourer; Road maintenance worker,Female,240,46631
574,Paving and surfacing labourer; Road maintenance worker,Male,13154,59835
43,Paving plant operator,Female,5,123281
406,Paving plant operator,Male,441,72243
471,Payroll clerk,Female,12508,52580
534,Payroll clerk,Male,2277,62768
929,Personal care assistant,Female,18701,31146
959,Personal care assistant,Male,3234,35705
610,Pest controller,Female,125,45048
697,Pest controller,Male,3249,51086
1029,Pet groomer,Female,774,25546
1017,Pet groomer,Male,61,31400
38,Petroleum engineer,Female,319,133315
47,Petroleum engineer,Male,2027,185808
314,Pharmacist – retail,Female,10263,61484
255,Pharmacist – retail,Male,5840,86047
747,Pharmacy technician,Female,2812,38656
690,Pharmacy technician,Male,536,51628
950,Photographic studio assistant,Female,373,30009
909,Photographic studio assistant,Male,124,38750
905,Physio assistant,Female,1528,31993
966,Physio assistant,Male,423,34907
401,Physiologist,Female,751,56991
380,Physiologist,Male,399,73996
390,Physiotherapist,Female,13442,57738
405,Physiotherapist,Male,5515,72266
890,Picture framer,Female,273,32523
903,Picture framer,Male,556,39197
646,Pig farmer or farm overseer,Female,213,43335
705,Pig farmer or farm overseer,Male,769,50571
918,Plasterer,Female,86,31497
708,Plasterer,Male,11177,50366
3,Plastic and reconstructive surgeon,Female,56,281608
4,Plastic and reconstructive surgeon,Male,237,448530
679,Plastic cablemaking machine operator,Female,42,41748
523,Plastic cablemaking machine operator,Male,421,63602
720,Plastic compounding and reclamation machine operator,Female,99,39940
623,Plastic compounding and reclamation machine operator,Male,645,55633
570,Plastics fabricator or welder,Female,39,47431
474,Plastics fabricator or welder,Male,1046,66409
765,Plastics plant hand or labourer,Female,830,37839
827,Plastics plant hand or labourer,Male,2130,44298
681,Plastics technician,Female,26,41682
482,Plastics technician,Male,521,66035
602,Plumber – general,Female,94,46061
502,Plumber – general,Male,34268,65133
753,Plumber’s assistant,Female,33,38469
920,Plumber’s assistant,Male,1369,37773
219,Plumbing inspector,Female,3,69430
389,Plumbing inspector,Male,517,73446
366,Podiatrist,Female,1539,59165
353,Podiatrist,Male,962,76167
160,Policy adviser or analyst,Female,4566,76689
200,Policy adviser or analyst,Male,2751,94064
60,Policy and planning manager; Public policy manager; Public servant – executive level 1 or 2; Public servant – first assitant secretary or secretary; Public servant – senior agency executive; Public se,Female,17522,103079
86,Policy and planning manager; Public policy manager; Public servant – executive level 1 or 2; Public servant – first assitant secretary or secretary; Public servant – senior agency executive; Public se,Male,17915,123921
359,Post office manager,Female,933,59446
450,Post office manager,Male,1255,68432
676,Postal delivery officer,Female,2794,41931
678,Postal delivery officer,Male,9664,52463
608,Postal sorting officer,Female,2631,45223
660,Postal sorting officer,Male,2636,53555
981,Potter or ceramic artist,Female,80,28390
880,Potter or ceramic artist,Male,58,40971
865,Poultry farm hand,Female,963,33309
935,Poultry farm hand,Male,1745,36842
543,Poultry farmer or farm overseer,Female,214,48834
613,Poultry farmer or farm overseer,Male,837,56168
717,Poultry process worker,Female,2052,40296
861,Poultry process worker,Male,2876,42156
94,Power generation plant operator,Female,67,89702
74,Power generation plant operator,Male,3008,131704
350,Pressure welder,Female,4,59676
177,Pressure welder,Male,288,97740
738,Pricing clerk; Stock clerk; Stores clerk,Female,4164,39045
804,Pricing clerk; Stock clerk; Stores clerk,Male,5284,45741
161,Primary health organisation manager,Female,955,76673
176,Primary health organisation manager,Male,360,97761
809,Printer’s assistant; Printer’s hand,Female,908,35468
716,Printer’s assistant; Printer’s hand,Male,2042,49970
632,Printing machinist,Female,504,44026
490,Printing machinist,Male,4818,65750
843,Printing table worker,Female,214,34210
802,Printing table worker,Male,176,45875
518,Private detective; Private investigator,Female,189,50056
512,Private detective; Private investigator,Male,530,64541
562,Product examiner,Female,399,47867
518,Product examiner,Male,493,64063
696,Product tester,Female,194,40956
585,Product tester,Male,350,59206
524,"Production assistant – film, television, radio or stage",Female,1329,49765
691,"Production assistant – film, television, radio or stage",Male,1074,51601
164,Production or plant engineer,Female,559,76397
186,Production or plant engineer,Male,5788,96343
513,Production tally or scheduling clerk; Traffic controller – television or radio,Female,1228,50353
493,Production tally or scheduling clerk; Traffic controller – television or radio,Male,1602,65539
106,Professor; University lecturer,Female,18736,85424
127,Professor; University lecturer,Male,23280,107114
133,Program director – television or radio,Female,161,80073
106,Program director – television or radio,Male,199,113072
971,Program seller; Retail assistant – other; Salesperson – other; Shop assistant – other,Female,42664,28797
967,Program seller; Retail assistant – other; Salesperson – other; Shop assistant – other,Male,21269,34801
850,Proofreader,Female,171,33905
700,Proofreader,Male,69,50745
30,Psychiatrist,Female,1126,152437
39,Psychiatrist,Male,1485,234557
530,Psychotherapist,Female,423,49439
555,Psychotherapist,Male,116,61018
175,Public relations manager,Female,2670,74509
143,Public relations manager,Male,1028,103710
373,Purchasing officer or clerk,Female,6210,58552
407,Purchasing officer or clerk,Male,8653,72221
252,Quality assurance manager,Female,4878,66212
220,Quality assurance manager,Male,6374,89991
184,Quantity surveyor,Female,645,73430
105,Quantity surveyor,Male,3467,113366
431,Racing car driver,Female,5,55033
317,Racing car driver,Male,58,79447
36,Radiation oncologist,Female,256,135678
18,Radiation oncologist,Male,239,336994
753,Radiator repairer,Male,200,48030
332,Radio dispatcher,Female,184,60804
491,Radio dispatcher,Male,267,65602
367,Radio journalist,Female,568,59138
423,Radio journalist,Male,431,71141
365,Radiocommunications technician,Female,25,59325
336,Radiocommunications technician,Male,757,77409
218,Radiographer,Female,7258,69454
202,Radiographer,Male,3542,93711
243,Railway employee – guard; Railway employee – station assistant,Female,509,66700
297,Railway employee – guard; Railway employee – station assistant,Male,2031,81501
136,Railway signal operator,Female,44,79890
167,Railway signal operator,Male,661,99118
170,Railway station manager,Female,196,74737
174,Railway station manager,Male,1220,97952
143,Railway track plant operator,Female,27,78978
205,Railway track plant operator,Male,1304,93632
308,Railway track worker,Female,124,61891
308,Railway track worker,Male,5195,80378
250,Real estate agency manager,Female,2326,66271
111,Real estate agency manager,Male,2437,110559
305,Real estate agent,Female,6997,62056
239,Real estate agent,Male,10983,88045
538,Real estate property manager,Female,18088,49080
210,Real estate property manager,Male,6708,92500
840,Receptionist – general,Female,62128,34360
1051,Receptionist – general,Male,1784,28089
533,Records administrator,Female,5299,49413
596,Records administrator,Male,1461,57673
804,Recreation officer,Female,1173,35776
784,Recreation officer,Male,657,46650
344,Recruitment consultant,Female,8823,60041
322,Recruitment consultant,Male,4880,78897
830,Recycling worker,Female,142,34581
911,Recycling worker,Male,976,38441
1088,Referee; Umpire – sports,Female,203,19389
982,Referee; Umpire – sports,Male,608,33904
668,Refuge worker,Female,204,42545
814,Refuge worker,Male,51,45251
120,Regional education manager,Female,1075,82337
141,Regional education manager,Male,711,103899
637,Registered nurse – aged care,Female,38374,43670
740,Registered nurse – aged care,Male,4363,48673
411,Registered nurse – child and family health,Female,4791,56275
434,Registered nurse – child and family health,Male,194,70417
444,Registered nurse – community health,Female,11317,53850
494,Registered nurse – community health,Male,1175,65434
293,Registered nurse – critical care and emergency,Female,15052,63150
369,Registered nurse – critical care and emergency,Male,2659,74730
421,Registered nurse – developmental disability,Female,522,55822
528,Registered nurse – developmental disability,Male,179,63420
466,Registered nurse – disability and rehabilitation,Female,2856,52739
575,Registered nurse – disability and rehabilitation,Male,558,59809
383,Registered nurse – medical,Female,40905,58025
439,Registered nurse – medical,Male,4113,69594
517,Registered nurse – medical practice,Female,4147,50074
602,Registered nurse – medical practice,Male,118,57353
274,Registered nurse – mental health; Registered nurse – psychiatric,Female,7083,64567
379,Registered nurse – mental health; Registered nurse – psychiatric,Male,3577,74002
389,Registered nurse – perioperative,Female,4918,57768
465,Registered nurse – perioperative,Male,700,67222
376,Registered nurse – surgical,Female,9404,58510
443,Registered nurse – surgical,Male,913,69324
379,Rehabilitation counsellor,Female,1369,58233
481,Rehabilitation counsellor,Male,445,66040
440,Remedial teacher; Special education teacher; Special needs teacher,Female,10341,54416
568,Remedial teacher; Special education teacher; Special needs teacher,Male,1817,60213
29,Renal medicine specialist,Female,52,155133
24,Renal medicine specialist,Male,96,298681
881,Rental salesperson,Female,1506,32819
929,Rental salesperson,Male,1098,37356
181,Research and development manager,Female,5936,73639
124,Research and development manager,Male,4967,107560
422,Research nurse,Female,1981,55764
549,Research nurse,Male,202,61815
190,Resident medical officer,Female,3605,72940
247,Resident medical officer,Male,3496,86995
630,Residential care officer,Female,1511,44156
738,Residential care officer,Male,726,48798
772,Retail assistant – building and plumbing supplies; Sales representative – building and plumbing supplies; Salesperson – building and plumbing supplies; Shop assistant – building and plumbing supplies,Female,5707,37348
754,Retail assistant – building and plumbing supplies; Sales representative – building and plumbing supplies; Salesperson – building and plumbing supplies; Shop assistant – building and plumbing supplies,Male,13056,48023
759,Retail assistant – business services; Sales representative – business services; Salesperson – business services; Shop assistant – business services,Female,8495,38254
641,Retail assistant – business services; Sales representative – business services; Salesperson – business services; Shop assistant – business services,Male,6617,54516
680,Retail assistant – motor vehicle parts and accessories; Sales representative – motor vehicle parts and accessories; Salesperson – motor vehicle parts and accessories,Female,2108,41740
680,Retail assistant – motor vehicle parts and accessories; Sales representative – motor vehicle parts and accessories; Salesperson – motor vehicle parts and accessories,Male,10059,52093
957,Retail assistant – personal and household goods; Sales representative – personal and household goods; Salesperson – personal and household goods,Female,19884,29649
915,Retail assistant – personal and household goods; Sales representative – personal and household goods; Salesperson – personal and household goods,Male,8330,38071
698,Retail loss prevention officer,Female,208,40931
796,Retail loss prevention officer,Male,477,46035
622,Retail store manager; Shop manager,Female,47465,44338
590,Retail store manager; Shop manager,Male,42500,58522
333,Retirement village manager,Female,357,60571
384,Retirement village manager,Male,223,73745
24,Rheumatologist,Female,50,169409
33,Rheumatologist,Male,85,256933
134,Rigger – construction,Female,136,80035
144,Rigger – construction,Male,14404,103613
352,Road roller operator,Female,30,59604
511,Road roller operator,Male,438,64544
796,Road traffic controller,Female,3173,36258
871,Road traffic controller,Male,8786,41305
751,Roof plumber,Female,16,38520
710,Roof plumber,Male,4750,50323
587,Roof tiler,Female,10,46895
846,Roof tiler,Male,3348,42902
770,Roof truss detailer; Structural steel detailer,Female,28,37467
726,Roof truss detailer; Structural steel detailer,Male,481,49521
798,Rubber factory hand or labourer,Female,168,36154
669,Rubber factory hand or labourer,Male,933,52963
724,Sailmaker,Female,22,39798
820,Sailmaker,Male,167,44593
180,Sales and marketing manager; Marketing manager; Sales director or manager,Female,60352,73780
145,Sales and marketing manager; Marketing manager; Sales director or manager,Male,96600,103242
432,Sales representative – other technical products,Female,2485,54991
390,Sales representative – other technical products,Male,6737,73247
743,Sand-blaster,Female,10,38790
425,Sand-blaster,Male,1480,71101
714,Saw operator – panel saw; Wood machinist,Female,32,40514
741,Saw operator – panel saw; Wood machinist,Male,1811,48668
841,Saw repairer; Saw sharpener,Female,4,34358
640,Saw repairer; Saw sharpener,Male,245,54615
737,Sawmill labourer; Timber yard worker,Female,257,39053
857,Sawmill labourer; Timber yard worker,Male,6447,42284
304,Scaffolder,Female,31,62178
319,Scaffolder,Male,11615,79188
708,School laboratory technician,Female,1702,40676
805,School laboratory technician,Male,526,45731
58,School principal,Female,5755,104192
112,School principal,Male,5667,110479
874,School services officer; Teacher’s aide,Female,63803,33014
986,School services officer; Teacher’s aide,Male,5995,33598
695,Screen printer,Female,307,41080
630,Screen printer,Male,1993,55185
953,Sculptor,Female,50,29887
866,Sculptor,Male,131,41960
1002,Seafood packer,Female,319,27324
1024,Seafood packer,Male,290,30421
952,Seafood process worker,Female,697,29969
937,Seafood process worker,Male,1130,36557
33,Securities and finance dealer,Female,169,145208
20,Securities and finance dealer,Male,603,320452
410,Security consultant,Female,496,56331
469,Security consultant,Male,3167,66872
556,"Security guard – security, alarm or surveillance monitor",Female,393,48311
672,"Security guard – security, alarm or surveillance monitor",Male,2263,52658
1008,Shearer,Female,176,26550
904,Shearer,Male,5624,39163
1078,Shearing shed hand; Wool handler,Female,1301,21369
1071,Shearing shed hand; Wool handler,Male,1380,25912
735,Sheep farmer or farm overseer,Female,148,39073
759,Sheep farmer or farm overseer,Male,630,47851
156,Ship’s captain or master,Female,59,77553
78,Ship’s captain or master,Male,2776,128670
526,Shipwright,Male,493,63464
842,Shoemaker or repairer,Female,68,34227
855,Shoemaker or repairer,Male,372,42345
896,Sign erector,Female,20,32328
737,Sign erector,Male,709,48802
716,Signwriter,Female,328,40348
704,Signwriter,Male,2895,50585
1025,Ski instructor,Female,286,25939
1065,Ski instructor,Male,628,26515
783,Slaughterer,Female,199,36800
748,Slaughterer,Male,2354,48165
726,Small engine mechanic,Female,17,39679
692,Small engine mechanic,Male,2054,51561
700,Small offset printer,Female,135,40912
552,Small offset printer,Male,2369,61662
464,Social security assessor,Female,89,52760
419,Social security assessor,Male,31,71499
478,Social worker,Female,29483,52064
639,Social worker,Male,7024,54706
224,Software engineer,Female,4691,68744
219,Software engineer,Male,28921,90332
342,Software tester,Female,1225,60187
424,Software tester,Male,1699,71130
277,Soil scientist,Female,93,64444
221,Soil scientist,Male,299,89916
147,Sonographer,Female,1888,78400
120,Sonographer,Male,478,108329
448,Spatial science technician; Surveying or spatial science technician; Surveying technician,Female,240,53540
477,Spatial science technician; Surveying or spatial science technician; Surveying technician,Male,1613,66254
16,Specialist physician – general medicine,Female,500,207225
22,Specialist physician – general medicine,Male,1023,315114
15,Specialist physicians – other,Female,530,207599
17,Specialist physicians – other,Male,1019,344860
459,Speech pathologist; Speech therapist,Female,6033,52932
582,Speech pathologist; Speech therapist,Male,163,59342
617,Sports administrator,Female,1654,44797
637,Sports administrator,Male,2001,54730
515,Sports centre manager,Female,590,50119
576,Sports centre manager,Male,1157,59765
938,Sports coach – other; Sports instructor – other,Female,1706,30686
711,Sports coach – other; Sports instructor – other,Male,4116,50222
578,Sports development officer,Female,420,47151
625,Sports development officer,Male,1026,55608
839,Sportsperson – other sports official,Female,14,34380
463,Sportsperson – other sports official,Male,63,67287
555,Spray painter – industrial,Female,64,48324
538,Spray painter – industrial,Male,5608,62614
599,Squash player,Male,4,57570
999,Stable hand; Strapper,Female,2286,27458
985,Stable hand; Strapper,Male,1403,33728
321,Staff development officer; Training officer,Female,10261,61184
293,Staff development officer; Training officer,Male,9519,81869
569,Stage manager,Female,286,47441
548,Stage manager,Male,316,61850
928,Stagehand; Studio hand; Trades assistant,Female,8360,31161
859,Stagehand; Studio hand; Trades assistant,Male,81828,42214
54,State governor,Female,9,105855
44,State governor,Male,13,212652
171,Statistician,Female,901,74737
133,Statistician,Male,1042,105473
689,Steel erector – structural,Female,7,41354
577,Steel erector – structural,Male,1247,59671
549,Steel fixer,Female,38,48468
435,Steel fixer,Male,6129,70255
744,Sterilisation technician,Female,1265,38782
816,Sterilisation technician,Male,468,45093
214,Stevedore; Waterside worker; Wharf labourer,Female,223,70116
233,Stevedore; Waterside worker; Wharf labourer,Male,6416,88541
385,Stock and station agent,Female,108,57899
457,Stock and station agent,Male,1204,67675
42,Stock exchange dealer; Stockbroker,Female,253,124433
38,Stock exchange dealer; Stockbroker,Male,2219,238192
728,Stone processing machine operator,Female,349,39589
589,Stone processing machine operator,Male,1546,58583
1012,Stonemason,Female,18,26433
720,Stonemason,Male,3071,49886
787,Storeperson; Warehouse assistant,Female,21854,36659
819,Storeperson; Warehouse assistant,Male,111740,44673
1035,Street vendor,Female,50,25124
1014,Street vendor,Male,57,31549
541,Streetsweeper operator,Female,9,48942
580,Streetsweeper operator,Male,394,59396
187,Structural engineer,Female,525,73335
123,Structural engineer,Male,4173,107575
599,Student counsellor,Female,2042,46222
823,Student counsellor,Male,761,44479
691,Sugar cane grower,Female,82,41203
670,Sugar cane grower,Male,456,52825
642,Sugar mill worker,Female,139,43526
565,Sugar mill worker,Male,935,60316
140,Supply and distribution manager,Female,2677,79600
179,Supply and distribution manager,Male,10607,97433
545,Surfer,Female,20,48653
749,Surfer,Male,62,48148
13,Surgeon – general,Female,309,210796
16,Surgeon – general,Male,1289,357996
228,Surveyor,Female,462,68526
185,Surveyor,Male,8741,96477
786,Surveyor’s assistant,Female,189,36685
813,Surveyor’s assistant,Male,1769,45256
820,Swimmer,Female,27,34938
213,Swimmer,Male,12,92136
1048,Swimming instructor,Female,8347,24554
1043,Swimming instructor,Male,2602,29064
697,Switchboard operator; Telephonist,Female,2332,40945
695,Switchboard operator; Telephonist,Male,562,51154
866,TAB clerk,Female,1102,33286
889,TAB clerk,Male,478,40327
207,TAFE registrar; University registrar,Female,407,70777
119,TAFE registrar; University registrar,Male,222,108514
463,Tanker driver,Female,9,52771
284,Tanker driver,Male,1020,82821
483,Tax agent or consultant,Female,2004,52006
310,Tax agent or consultant,Male,1805,79982
146,Tax investigator,Female,221,78482
207,Tax investigator,Male,373,93378
364,Teacher – other school,Female,40358,59349
500,Teacher – other school,Male,12187,65196
429,Teacher of the hearing impaired,Female,346,55162
460,Teacher of the hearing impaired,Male,41,67510
375,Teacher of the sight impaired,Female,146,58511
509,Teacher of the sight impaired,Male,26,64593
544,Technical cable jointer,Female,57,48698
333,Technical cable jointer,Male,900,77609
212,"Technical director – film, television, radio or stage",Female,112,70591
349,"Technical director – film, television, radio or stage",Male,578,76665
275,Technical writer,Female,1193,64492
354,Technical writer,Male,1162,76126
740,Telecommunications and data cabler,Female,90,38982
614,Telecommunications and data cabler,Male,2369,56082
152,Telecommunications engineer,Female,378,78067
163,Telecommunications engineer,Male,3520,99246
329,Telecommunications field engineer,Female,20,60854
279,Telecommunications field engineer,Male,632,83239
813,Telecommunications lines worker,Female,38,35311
361,Telecommunications lines worker,Male,1022,75290
165,Telecommunications network engineer,Female,179,76342
171,Telecommunications network engineer,Male,1746,98668
159,Telecommunications network planner,Female,83,77215
212,Telecommunications network planner,Male,447,92395
268,Telecommunications technical officer,Female,457,64845
240,Telecommunications technical officer,Male,4422,87941
477,Television equipment operator; Vision mixer – television,Female,154,52124
522,Television equipment operator; Vision mixer – television,Male,602,63733
193,Television journalist,Female,846,72682
159,Television journalist,Male,652,100147
944,Tennis coach,Female,246,30243
955,Tennis coach,Male,870,35844
57,Tennis player,Female,4,105619
821,Tennis player,Male,10,44522
805,Textile dyeing and finishing machine operator,Female,249,35759
714,Textile dyeing and finishing machine operator,Male,385,50076
771,"Textile, clothing and footwear mechanic",Female,76,37375
681,"Textile, clothing and footwear mechanic",Male,175,52086
793,Therapist – other complementary health,Female,1016,36508
851,Therapist – other complementary health,Male,145,42509
41,Thoracic medicine specialist,Female,34,127645
21,Thoracic medicine specialist,Male,102,315444
690,Tourist adviser or officer,Female,1439,41214
728,Tourist adviser or officer,Male,476,49398
920,Tourist guide,Female,1521,31411
945,Tourist guide,Male,1833,36127
598,Tow truck driver,Female,19,46230
683,Tow truck driver,Male,1340,51935
177,Town planner; Urban and regional planner,Female,4204,74288
190,Town planner; Urban and regional planner,Male,5237,95725
95,Train controller,Female,175,89479
110,Train controller,Male,1170,110835
105,Train examiner,Female,40,85882
216,Train examiner,Male,396,91383
241,Tram driver,Female,143,66925
383,Tram driver,Male,1151,73851
806,Translator,Female,868,35698
845,Translator,Male,455,42907
178,Transport engineer,Female,252,74211
162,Transport engineer,Male,1564,99337
368,Travel agency manager,Female,1843,59058
303,Travel agency manager,Male,972,80852
767,Tree faller,Female,37,37683
791,Tree faller,Male,2088,46442
1069,Trekking guide,Female,25,22799
999,Trekking guide,Male,39,32804
45,Tribunal member,Female,131,119219
66,Tribunal member,Male,149,141419
1052,Trolley collector,Female,24,24300
1089,Trolley collector,Male,994,23981
832,Truck driver’s offsider,Female,65,34571
980,Truck driver’s offsider,Male,1430,33985
327,Trust officer,Female,296,60897
263,Trust officer,Male,162,85204
746,Turf grower,Female,25,38678
667,Turf grower,Male,305,52973
586,Turner – porcelain,Male,8,59132
597,Tyre fitter,Female,28,46254
732,Tyre fitter,Male,7335,49126
1022,University tutor,Female,7906,26049
1095,University tutor,Male,7669,23161
12,Urologist,Female,44,213094
8,Urologist,Male,254,433792
265,Valuer,Female,921,65054
149,Valuer,Male,3615,101812
5,Vascular surgeon,Female,15,271529
9,Vascular surgeon,Male,99,417524
1072,Vegetable farm worker,Female,1452,22122
1049,Vegetable farm worker,Male,1864,28142
1082,Vegetable picker,Female,1000,20434
1100,Vegetable picker,Male,921,19979
986,Vending machine attendant,Female,318,28208
968,Vending machine attendant,Male,258,34720
276,Veterinarian,Female,4887,64450
187,Veterinarian,Male,2894,96285
800,Veterinary nurse,Female,8963,35993
934,Veterinary nurse,Male,255,36872
303,Video production manager,Female,363,62202
416,Video production manager,Male,629,71739
1034,Vineyard worker,Female,1146,25208
947,Vineyard worker,Male,3738,36045
445,Vocational education teacher or tutor,Female,13989,53788
520,Vocational education teacher or tutor,Male,12861,63822
457,Warehouse manager,Female,2294,53046
537,Warehouse manager,Male,20290,62707
253,Waste water plant operator; Water plant operator,Female,127,66106
386,Waste water plant operator; Water plant operator,Male,3460,73686
313,Water inspector,Female,99,61540
429,Water inspector,Male,1233,70677
489,Weaver,Female,31,51789
717,Weaver,Male,30,49965
443,Web administrator,Female,1051,53927
478,Web administrator,Male,1333,66245
453,Web designer,Female,1487,53284
517,Web designer,Male,3355,64079
498,Web journalist,Female,553,51259
497,Web journalist,Male,531,65322
362,Web programmer,Female,967,59363
432,Web programmer,Male,5305,70555
775,Weighbridge operator,Female,562,37277
648,Weighbridge operator,Male,337,54131
963,Weight loss consultant,Female,419,29229
591,Weight loss consultant,Male,18,58483
510,Welder,Female,258,50467
513,Welder,Male,26399,64536
396,Welfare centre manager,Female,1101,57529
524,Welfare centre manager,Male,464,63584
568,Welfare officer,Female,4312,47479
659,Welfare officer,Male,1222,53590
1050,Whitewater rafting guide,Female,3,24403
1057,Whitewater rafting guide,Male,18,27555
88,Wholesaling company director; Wholesaler,Female,984,91823
89,Wholesaling company director; Wholesaler,Male,2577,122006
1001,Window cleaner,Female,88,27382
914,Window cleaner,Male,868,38155
660,Window dresser,Female,144,42804
810,Window dresser,Male,160,45442
987,Windscreen fitter,Female,13,28026
793,Windscreen fitter,Male,746,46263
203,Wine maker,Female,346,71289
321,Wine maker,Male,1338,78908
776,Wood and wood products factory worker,Female,197,37265
876,Wood and wood products factory worker,Male,2283,41131
750,Wood processing machine operator – other,Female,193,38588
721,Wood processing machine operator – other,Male,1664,49726
958,Wood turner,Male,50,35801
345,Wool buyer,Female,17,59942
280,Wool buyer,Male,302,83117
941,Wool classer,Female,327,30433
908,Wool classer,Male,692,38782
868,Yarn carding and spinning machine operator,Female,30,33234
664,Yarn carding and spinning machine operator,Male,59,53075
705,Youth worker,Female,8214,40804
792,Youth worker,Male,5985,46328
673,Zookeeper,Female,627,41988
757,Zookeeper,Male,370,47905
